Fecha,Rango edad,Número de hombres,Número mujeres
['01/03/2017 07:00:01'],100-104,3,11
['15/02/2017 07:00:01'],0-4,2145,2067
['15/02/2017 07:00:01'],5-9,2861,2675
['15/02/2017 07:00:01'],10-14,2607,2355
['15/02/2017 07:00:01'],15-19,2404,2181
['15/02/2017 07:00:01'],20-24,2143,1954
['15/02/2017 07:00:01'],25-29,2307,2444
['15/02/2017 07:00:01'],30-34,2957,3163
['15/02/2017 07:00:01'],35-39,3889,4219
['15/02/2017 07:00:01'],40-44,4403,4538
['15/02/2017 07:00:01'],45-49,3794,3819
['15/02/2017 07:00:01'],50-54,3099,3317
['15/02/2017 07:00:01'],55-59,2530,2847
['15/02/2017 07:00:01'],60-64,2104,2471
['15/02/2017 07:00:01'],65-69,2116,2343
['15/02/2017 07:00:01'],70-74,1590,1679
['15/02/2017 07:00:01'],75-79,886,978
['15/02/2017 07:00:01'],80-84,621,804
['15/02/2017 07:00:01'],85-89,355,593
['15/02/2017 07:00:01'],90-94,121,314
['15/02/2017 07:00:01'],95-99,31,104
['15/02/2017 07:00:01'],100-104,3,11
['01/02/2017 07:00:02'],0-4,2132,2053
['01/02/2017 07:00:02'],5-9,2858,2674
['01/02/2017 07:00:02'],10-14,2604,2352
['01/02/2017 07:00:02'],15-19,2399,2174
['01/02/2017 07:00:02'],20-24,2138,1949
['01/02/2017 07:00:02'],25-29,2308,2438
['01/02/2017 07:00:02'],30-34,2958,3162
['01/02/2017 07:00:02'],35-39,3882,4209
['01/02/2017 07:00:02'],40-44,4390,4530
['01/02/2017 07:00:02'],45-49,3786,3815
['01/02/2017 07:00:02'],50-54,3099,3318
['01/02/2017 07:00:02'],55-59,2526,2848
['01/02/2017 07:00:02'],60-64,2102,2466
['01/02/2017 07:00:02'],65-69,2113,2338
['01/02/2017 07:00:02'],70-74,1591,1676
['01/02/2017 07:00:02'],75-79,884,978
['01/02/2017 07:00:02'],80-84,619,803
['01/02/2017 07:00:02'],85-89,355,591
['01/02/2017 07:00:02'],90-94,121,312
['01/02/2017 07:00:02'],95-99,31,103
['01/02/2017 07:00:02'],100-104,3,11
['15/01/2017 07:00:01'],0-4,2084,2016
['15/01/2017 07:00:01'],5-9,2869,2671
['15/01/2017 07:00:01'],10-14,2594,2355
['15/01/2017 07:00:01'],15-19,2404,2178
['15/01/2017 07:00:01'],20-24,2139,1957
['15/01/2017 07:00:01'],25-29,2305,2437
['15/01/2017 07:00:01'],30-34,2978,3177
['15/01/2017 07:00:01'],35-39,3884,4212
['15/01/2017 07:00:01'],40-44,4408,4530
['15/01/2017 07:00:01'],45-49,3782,3815
['15/01/2017 07:00:01'],50-54,3106,3322
['15/01/2017 07:00:01'],55-59,2533,2851
['15/01/2017 07:00:01'],60-64,2105,2470
['15/01/2017 07:00:01'],65-69,2118,2341
['15/01/2017 07:00:01'],70-74,1593,1679
['15/01/2017 07:00:01'],75-79,888,983
['15/01/2017 07:00:01'],80-84,622,803
['15/01/2017 07:00:01'],85-89,358,596
['15/01/2017 07:00:01'],90-94,124,313
['15/01/2017 07:00:01'],95-99,31,108
['15/01/2017 07:00:01'],100-104,3,12
['01/01/2017 07:00:02'],0-4,2077,2007
['01/01/2017 07:00:02'],5-9,2867,2669
['01/01/2017 07:00:02'],10-14,2593,2357
['01/01/2017 07:00:02'],15-19,2397,2179
['01/01/2017 07:00:02'],20-24,2138,1956
['01/01/2017 07:00:02'],25-29,2300,2438
['01/01/2017 07:00:02'],30-34,2962,3166
['01/01/2017 07:00:02'],35-39,3876,4211
['01/01/2017 07:00:02'],40-44,4399,4522
['01/01/2017 07:00:02'],45-49,3776,3810
['01/01/2017 07:00:02'],50-54,3104,3316
['01/01/2017 07:00:02'],55-59,2532,2850
['01/01/2017 07:00:02'],60-64,2103,2470
['01/01/2017 07:00:02'],65-69,2117,2339
['01/01/2017 07:00:02'],70-74,1592,1678
['01/01/2017 07:00:02'],75-79,888,984
['01/01/2017 07:00:02'],80-84,622,802
['01/01/2017 07:00:02'],85-89,360,596
['01/01/2017 07:00:02'],90-94,124,311
['01/01/2017 07:00:02'],95-99,31,106
['01/01/2017 07:00:02'],100-104,3,12
['15/12/2016 07:00:01'],0-4,2640,2529
['15/12/2016 07:00:01'],5-9,2830,2627
['15/12/2016 07:00:01'],10-14,2586,2315
['15/12/2016 07:00:01'],15-19,2329,2140
['15/12/2016 07:00:01'],20-24,2078,2007
['15/12/2016 07:00:01'],25-29,2436,2556
['15/12/2016 07:00:01'],30-34,3132,3394
['15/12/2016 07:00:01'],35-39,4120,4362
['15/12/2016 07:00:01'],40-44,4351,4416
['15/12/2016 07:00:01'],45-49,3567,3705
['15/12/2016 07:00:01'],50-54,3016,3205
['15/12/2016 07:00:01'],55-59,2432,2814
['15/12/2016 07:00:01'],60-64,2091,2497
['15/12/2016 07:00:01'],65-69,2072,2160
['15/12/2016 07:00:01'],70-74,1403,1535
['15/12/2016 07:00:01'],75-79,849,939
['15/12/2016 07:00:01'],80-84,577,783
['15/12/2016 07:00:01'],85-89,292,529
['15/12/2016 07:00:01'],90-94,109,272
['15/12/2016 07:00:01'],95-99,17,68
['15/12/2016 07:00:01'],100-104,2,10
['01/12/2016 07:00:01'],0-4,2593,2489
['01/12/2016 07:00:01'],5-9,2828,2621
['01/12/2016 07:00:01'],10-14,2581,2310
['01/12/2016 07:00:01'],15-19,2327,2135
['01/12/2016 07:00:01'],20-24,2075,2000
['01/12/2016 07:00:01'],25-29,2430,2548
['01/12/2016 07:00:01'],30-34,3115,3385
['01/12/2016 07:00:01'],35-39,4113,4349
['01/12/2016 07:00:01'],40-44,4339,4405
['01/12/2016 07:00:01'],45-49,3553,3700
['01/12/2016 07:00:01'],50-54,3013,3197
['01/12/2016 07:00:01'],55-59,2430,2810
['01/12/2016 07:00:01'],60-64,2089,2495
['01/12/2016 07:00:01'],65-69,2070,2158
['01/12/2016 07:00:01'],70-74,1403,1535
['01/12/2016 07:00:01'],75-79,849,936
['01/12/2016 07:00:01'],80-84,574,782
['01/12/2016 07:00:01'],85-89,292,527
['01/12/2016 07:00:01'],90-94,108,270
['01/12/2016 07:00:01'],95-99,17,68
['01/12/2016 07:00:01'],100-104,2,10
['15/11/2016 07:00:01'],0-4,2566,2462
['15/11/2016 07:00:01'],5-9,2831,2629
['15/11/2016 07:00:01'],10-14,2582,2311
['15/11/2016 07:00:01'],15-19,2328,2140
['15/11/2016 07:00:01'],20-24,2079,2012
['15/11/2016 07:00:01'],25-29,2443,2564
['15/11/2016 07:00:01'],30-34,3135,3403
['15/11/2016 07:00:01'],35-39,4126,4367
['15/11/2016 07:00:01'],40-44,4349,4411
['15/11/2016 07:00:01'],45-49,3566,3709
['15/11/2016 07:00:01'],50-54,3026,3207
['15/11/2016 07:00:01'],55-59,2435,2810
['15/11/2016 07:00:01'],60-64,2097,2494
['15/11/2016 07:00:01'],65-69,2071,2157
['15/11/2016 07:00:01'],70-74,1405,1533
['15/11/2016 07:00:01'],75-79,850,937
['15/11/2016 07:00:01'],80-84,573,786
['15/11/2016 07:00:01'],85-89,295,534
['15/11/2016 07:00:01'],90-94,109,277
['15/11/2016 07:00:01'],95-99,19,70
['15/11/2016 07:00:01'],100-104,2,10
['01/11/2016 07:00:01'],0-4,2545,2443
['01/11/2016 07:00:01'],5-9,2828,2625
['01/11/2016 07:00:01'],10-14,2576,2307
['01/11/2016 07:00:01'],15-19,2325,2134
['01/11/2016 07:00:01'],20-24,2068,2003
['01/11/2016 07:00:01'],25-29,2426,2544
['01/11/2016 07:00:01'],30-34,3114,3391
['01/11/2016 07:00:01'],35-39,4116,4355
['01/11/2016 07:00:01'],40-44,4336,4397
['01/11/2016 07:00:01'],45-49,3552,3701
['01/11/2016 07:00:01'],50-54,3022,3202
['01/11/2016 07:00:01'],55-59,2431,2806
['01/11/2016 07:00:01'],60-64,2097,2492
['01/11/2016 07:00:01'],65-69,2069,2155
['01/11/2016 07:00:01'],70-74,1402,1533
['01/11/2016 07:00:01'],75-79,849,938
['01/11/2016 07:00:01'],80-84,571,785
['01/11/2016 07:00:01'],85-89,296,534
['01/11/2016 07:00:01'],90-94,109,277
['01/11/2016 07:00:01'],95-99,19,70
['01/11/2016 07:00:01'],100-104,2,10
['15/10/2016 07:00:01'],0-4,2519,2413
['15/10/2016 07:00:01'],5-9,2829,2634
['15/10/2016 07:00:01'],10-14,2574,2314
['15/10/2016 07:00:01'],15-19,2330,2142
['15/10/2016 07:00:01'],20-24,2069,2002
['15/10/2016 07:00:01'],25-29,2430,2551
['15/10/2016 07:00:01'],30-34,3128,3408
['15/10/2016 07:00:01'],35-39,4129,4366
['15/10/2016 07:00:01'],40-44,4347,4404
['15/10/2016 07:00:01'],45-49,3551,3705
['15/10/2016 07:00:01'],50-54,3026,3200
['15/10/2016 07:00:01'],55-59,2433,2809
['15/10/2016 07:00:01'],60-64,2098,2490
['15/10/2016 07:00:01'],65-69,2074,2157
['15/10/2016 07:00:01'],70-74,1402,1535
['15/10/2016 07:00:01'],75-79,849,937
['15/10/2016 07:00:01'],80-84,575,790
['15/10/2016 07:00:01'],85-89,302,539
['15/10/2016 07:00:01'],90-94,110,281
['15/10/2016 07:00:01'],95-99,19,71
['15/10/2016 07:00:01'],100-104,2,10
['01/10/2016 07:00:01'],0-4,2502,2396
['01/10/2016 07:00:01'],5-9,2819,2628
['01/10/2016 07:00:01'],10-14,2570,2312
['01/10/2016 07:00:01'],15-19,2324,2136
['01/10/2016 07:00:01'],20-24,2061,1996
['01/10/2016 07:00:01'],25-29,2423,2535
['01/10/2016 07:00:01'],30-34,3119,3393
['01/10/2016 07:00:01'],35-39,4115,4348
['01/10/2016 07:00:01'],40-44,4336,4393
['01/10/2016 07:00:01'],45-49,3541,3691
['01/10/2016 07:00:01'],50-54,3024,3194
['01/10/2016 07:00:01'],55-59,2430,2809
['01/10/2016 07:00:01'],60-64,2095,2485
['01/10/2016 07:00:01'],65-69,2073,2158
['01/10/2016 07:00:01'],70-74,1402,1532
['01/10/2016 07:00:01'],75-79,848,937
['01/10/2016 07:00:01'],80-84,574,789
['01/10/2016 07:00:01'],85-89,302,538
['01/10/2016 07:00:01'],90-94,110,279
['01/10/2016 07:00:01'],95-99,19,71
['01/10/2016 07:00:01'],100-104,2,10
['15/09/2016 07:00:01'],0-4,2496,2383
['15/09/2016 07:00:01'],5-9,2819,2629
['15/09/2016 07:00:01'],10-14,2573,2312
['15/09/2016 07:00:01'],15-19,2323,2138
['15/09/2016 07:00:01'],20-24,2062,1990
['15/09/2016 07:00:01'],25-29,2423,2539
['15/09/2016 07:00:01'],30-34,3125,3411
['15/09/2016 07:00:01'],35-39,4120,4348
['15/09/2016 07:00:01'],40-44,4341,4393
['15/09/2016 07:00:01'],45-49,3545,3693
['15/09/2016 07:00:01'],50-54,3025,3193
['15/09/2016 07:00:01'],55-59,2428,2815
['15/09/2016 07:00:01'],60-64,2094,2480
['15/09/2016 07:00:01'],65-69,2075,2156
['15/09/2016 07:00:01'],70-74,1406,1534
['15/09/2016 07:00:01'],75-79,847,935
['15/09/2016 07:00:01'],80-84,573,791
['15/09/2016 07:00:01'],85-89,303,539
['15/09/2016 07:00:01'],90-94,111,281
['15/09/2016 07:00:01'],95-99,19,73
['15/09/2016 07:00:01'],100-104,2,10
['01/07/2016 07:00:01'],0-4,2377,2281
['01/07/2016 07:00:01'],5-9,2797,2615
['01/07/2016 07:00:01'],10-14,2523,2301
['01/07/2016 07:00:01'],15-19,2289,2124
['01/07/2016 07:00:01'],20-24,2056,1972
['01/07/2016 07:00:01'],25-29,2398,2509
['01/07/2016 07:00:01'],30-34,3116,3395
['01/07/2016 07:00:01'],35-39,4112,4337
['01/07/2016 07:00:01'],40-44,4337,4397
['01/07/2016 07:00:01'],45-49,3551,3683
['01/07/2016 07:00:01'],50-54,3017,3194
['01/07/2016 07:00:01'],55-59,2435,2806
['01/07/2016 07:00:01'],60-64,2097,2474
['01/07/2016 07:00:01'],65-69,2085,2162
['01/07/2016 07:00:01'],70-74,1410,1539
['01/07/2016 07:00:01'],75-79,850,940
['01/07/2016 07:00:01'],80-84,574,792
['01/07/2016 07:00:01'],85-89,299,544
['01/07/2016 07:00:01'],90-94,110,285
['01/07/2016 07:00:01'],95-99,19,74
['01/07/2016 07:00:01'],100-104,2,12
['15/06/2016 07:00:01'],0-4,2368,2273
['15/06/2016 07:00:01'],5-9,2790,2615
['15/06/2016 07:00:01'],10-14,2518,2297
['15/06/2016 07:00:01'],15-19,2279,2124
['15/06/2016 07:00:01'],20-24,2053,1962
['15/06/2016 07:00:01'],25-29,2393,2502
['15/06/2016 07:00:01'],30-34,3116,3405
['15/06/2016 07:00:01'],35-39,4109,4329
['15/06/2016 07:00:01'],40-44,4332,4391
['15/06/2016 07:00:01'],45-49,3555,3681
['15/06/2016 07:00:01'],50-54,3015,3187
['15/06/2016 07:00:01'],55-59,2433,2811
['15/06/2016 07:00:01'],60-64,2097,2475
['15/06/2016 07:00:01'],65-69,2085,2166
['15/06/2016 07:00:01'],70-74,1414,1539
['15/06/2016 07:00:01'],75-79,856,940
['15/06/2016 07:00:01'],80-84,576,793
['15/06/2016 07:00:01'],85-89,300,546
['15/06/2016 07:00:01'],90-94,109,289
['15/06/2016 07:00:01'],95-99,19,76
['15/06/2016 07:00:01'],100-104,2,12
['01/06/2016 07:00:01'],0-4,2342,2240
['01/06/2016 07:00:01'],5-9,2789,2616
['01/06/2016 07:00:01'],10-14,2518,2296
['01/06/2016 07:00:01'],15-19,2284,2124
['01/06/2016 07:00:01'],20-24,2056,1961
['01/06/2016 07:00:01'],25-29,2386,2503
['01/06/2016 07:00:01'],30-34,3127,3406
['01/06/2016 07:00:01'],35-39,4111,4332
['01/06/2016 07:00:01'],40-44,4336,4390
['01/06/2016 07:00:01'],45-49,3550,3685
['01/06/2016 07:00:01'],50-54,3014,3192
['01/06/2016 07:00:01'],55-59,2440,2808
['01/06/2016 07:00:01'],60-64,2098,2473
['01/06/2016 07:00:01'],65-69,2091,2166
['01/06/2016 07:00:01'],70-74,1416,1543
['01/06/2016 07:00:01'],75-79,857,943
['01/06/2016 07:00:01'],80-84,582,793
['01/06/2016 07:00:01'],85-89,300,547
['01/06/2016 07:00:01'],90-94,111,292
['01/06/2016 07:00:01'],95-99,19,79
['01/06/2016 07:00:01'],100-104,2,13
['15/03/2016 07:00:01'],0-4,2250,2174
['15/03/2016 07:00:01'],5-9,2808,2624
['15/03/2016 07:00:01'],10-14,2517,2301
['15/03/2016 07:00:01'],15-19,2296,2134
['15/03/2016 07:00:01'],20-24,2056,1973
['15/03/2016 07:00:01'],25-29,2433,2512
['15/03/2016 07:00:01'],30-34,3163,3426
['15/03/2016 07:00:01'],35-39,4162,4365
['15/03/2016 07:00:01'],40-44,4390,4412
['15/03/2016 07:00:01'],45-49,3586,3719
['15/03/2016 07:00:01'],50-54,3039,3211
['15/03/2016 07:00:01'],55-59,2461,2814
['15/03/2016 07:00:01'],60-64,2111,2481
['15/03/2016 07:00:01'],65-69,2097,2177
['15/03/2016 07:00:01'],70-74,1424,1549
['15/03/2016 07:00:01'],75-79,858,944
['15/03/2016 07:00:01'],80-84,591,803
['15/03/2016 07:00:01'],85-89,309,546
['15/03/2016 07:00:01'],90-94,117,299
['15/03/2016 07:00:01'],95-99,23,82
['15/03/2016 07:00:01'],100-104,2,15
['01/03/2016 07:00:02'],0-4,2214,2127
['01/03/2016 07:00:02'],5-9,2801,2623
['01/03/2016 07:00:02'],10-14,2513,2300
['01/03/2016 07:00:02'],15-19,2294,2130
['01/03/2016 07:00:02'],20-24,2054,1965
['01/03/2016 07:00:02'],25-29,2428,2506
['01/03/2016 07:00:02'],30-34,3152,3422
['01/03/2016 07:00:02'],35-39,4154,4349
['01/03/2016 07:00:02'],40-44,4383,4408
['01/03/2016 07:00:02'],45-49,3578,3717
['01/03/2016 07:00:02'],50-54,3036,3206
['01/03/2016 07:00:02'],55-59,2460,2813
['01/03/2016 07:00:02'],60-64,2113,2482
['01/03/2016 07:00:02'],65-69,2099,2176
['01/03/2016 07:00:02'],70-74,1427,1552
['01/03/2016 07:00:02'],75-79,857,944
['01/03/2016 07:00:02'],80-84,594,804
['01/03/2016 07:00:02'],85-89,312,545
['01/03/2016 07:00:02'],90-94,119,305
['01/03/2016 07:00:02'],95-99,24,83
['01/03/2016 07:00:02'],100-104,2,16
['15/02/2016 07:00:01'],0-4,2216,2131
['15/02/2016 07:00:01'],5-9,2812,2626
['15/02/2016 07:00:01'],10-14,2522,2303
['15/02/2016 07:00:01'],15-19,2294,2133
['15/02/2016 07:00:01'],20-24,2059,1961
['15/02/2016 07:00:01'],25-29,2429,2507
['15/02/2016 07:00:01'],30-34,3162,3432
['15/02/2016 07:00:01'],35-39,4169,4357
['15/02/2016 07:00:01'],40-44,4399,4416
['15/02/2016 07:00:01'],45-49,3580,3720
['15/02/2016 07:00:01'],50-54,3041,3210
['15/02/2016 07:00:01'],55-59,2459,2813
['15/02/2016 07:00:01'],60-64,2116,2484
['15/02/2016 07:00:01'],65-69,2101,2176
['15/02/2016 07:00:01'],70-74,1428,1555
['15/02/2016 07:00:01'],75-79,859,945
['15/02/2016 07:00:01'],80-84,595,806
['15/02/2016 07:00:01'],85-89,313,547
['15/02/2016 07:00:01'],90-94,119,304
['15/02/2016 07:00:01'],95-99,25,84
['15/02/2016 07:00:01'],100-104,2,16
['01/02/2016 07:00:01'],0-4,2151,2068
['01/02/2016 07:00:01'],5-9,2806,2624
['01/02/2016 07:00:01'],10-14,2520,2301
['01/02/2016 07:00:01'],15-19,2287,2128
['01/02/2016 07:00:01'],20-24,2053,1952
['01/02/2016 07:00:01'],25-29,2417,2500
['01/02/2016 07:00:01'],30-34,3146,3419
['01/02/2016 07:00:01'],35-39,4156,4347
['01/02/2016 07:00:01'],40-44,4389,4410
['01/02/2016 07:00:01'],45-49,3568,3713
['01/02/2016 07:00:01'],50-54,3036,3206
['01/02/2016 07:00:01'],55-59,2457,2810
['01/02/2016 07:00:01'],60-64,2114,2480
['01/02/2016 07:00:01'],65-69,2098,2176
['01/02/2016 07:00:01'],70-74,1429,1553
['01/02/2016 07:00:01'],75-79,858,947
['01/02/2016 07:00:01'],80-84,596,805
['01/02/2016 07:00:01'],85-89,313,543
['01/02/2016 07:00:01'],90-94,117,304
['01/02/2016 07:00:01'],95-99,26,84
['01/02/2016 07:00:01'],100-104,3,16
['01/01/2016 07:00:01'],0-4,2086,2023
['01/01/2016 07:00:01'],5-9,2800,2616
['01/01/2016 07:00:01'],10-14,2513,2294
['01/01/2016 07:00:01'],15-19,2280,2129
['01/01/2016 07:00:01'],20-24,2049,1944
['01/01/2016 07:00:01'],25-29,2406,2491
['01/01/2016 07:00:01'],30-34,3137,3415
['01/01/2016 07:00:01'],35-39,4156,4331
['01/01/2016 07:00:01'],40-44,4394,4394
['01/01/2016 07:00:01'],45-49,3562,3709
['01/01/2016 07:00:01'],50-54,3037,3207
['01/01/2016 07:00:01'],55-59,2454,2807
['01/01/2016 07:00:01'],60-64,2119,2479
['01/01/2016 07:00:01'],65-69,2100,2175
['01/01/2016 07:00:01'],70-74,1429,1552
['01/01/2016 07:00:01'],75-79,862,944
['01/01/2016 07:00:01'],80-84,595,804
['01/01/2016 07:00:01'],85-89,313,545
['01/01/2016 07:00:01'],90-94,117,305
['01/01/2016 07:00:01'],95-99,27,85
['01/01/2016 07:00:01'],100-104,3,16
['15/12/2015 07:00:01'],0-4,2635,2556
['15/12/2015 07:00:01'],5-9,2764,2551
['15/12/2015 07:00:01'],10-14,2461,2262
['15/12/2015 07:00:01'],15-19,2229,2108
['15/12/2015 07:00:01'],20-24,2058,1985
['15/12/2015 07:00:01'],25-29,2535,2666
['15/12/2015 07:00:01'],30-34,3386,3642
['15/12/2015 07:00:01'],35-39,4299,4478
['15/12/2015 07:00:01'],40-44,4248,4244
['15/12/2015 07:00:01'],45-49,3455,3580
['15/12/2015 07:00:01'],50-54,2897,3093
['15/12/2015 07:00:01'],55-59,2386,2762
['15/12/2015 07:00:01'],60-64,2121,2469
['15/12/2015 07:00:01'],65-69,1967,2001
['15/12/2015 07:00:01'],70-74,1302,1419
['15/12/2015 07:00:01'],75-79,833,925
['15/12/2015 07:00:01'],80-84,547,763
['15/12/2015 07:00:01'],85-89,249,495
['15/12/2015 07:00:01'],90-94,100,264
['15/12/2015 07:00:01'],95-99,22,61
['15/12/2015 07:00:01'],100-104,2,15
['01/12/2015 07:00:02'],0-4,2624,2536
['01/12/2015 07:00:02'],5-9,2764,2549
['01/12/2015 07:00:02'],10-14,2458,2264
['01/12/2015 07:00:02'],15-19,2224,2103
['01/12/2015 07:00:02'],20-24,2055,1975
['01/12/2015 07:00:02'],25-29,2526,2665
['01/12/2015 07:00:02'],30-34,3375,3626
['01/12/2015 07:00:02'],35-39,4287,4472
['01/12/2015 07:00:02'],40-44,4237,4242
['01/12/2015 07:00:02'],45-49,3458,3574
['01/12/2015 07:00:02'],50-54,2887,3090
['01/12/2015 07:00:02'],55-59,2384,2762
['01/12/2015 07:00:02'],60-64,2118,2467
['01/12/2015 07:00:02'],65-69,1968,2002
['01/12/2015 07:00:02'],70-74,1302,1420
['01/12/2015 07:00:02'],75-79,833,924
['01/12/2015 07:00:02'],80-84,547,762
['01/12/2015 07:00:02'],85-89,249,494
['01/12/2015 07:00:02'],90-94,100,262
['01/12/2015 07:00:02'],95-99,22,60
['01/12/2015 07:00:02'],100-104,2,16
['15/11/2015 07:00:01'],0-4,2603,2507
['15/11/2015 07:00:01'],5-9,2770,2559
['15/11/2015 07:00:01'],10-14,2476,2262
['15/11/2015 07:00:01'],15-19,2228,2105
['15/11/2015 07:00:01'],20-24,2061,1974
['15/11/2015 07:00:01'],25-29,2534,2682
['15/11/2015 07:00:01'],30-34,3389,3631
['15/11/2015 07:00:01'],35-39,4306,4484
['15/11/2015 07:00:01'],40-44,4254,4257
['15/11/2015 07:00:01'],45-49,3461,3574
['15/11/2015 07:00:01'],50-54,2896,3094
['15/11/2015 07:00:01'],55-59,2389,2768
['15/11/2015 07:00:01'],60-64,2121,2470
['15/11/2015 07:00:01'],65-69,1972,2007
['15/11/2015 07:00:01'],70-74,1307,1420
['15/11/2015 07:00:01'],75-79,837,926
['15/11/2015 07:00:01'],80-84,549,765
['15/11/2015 07:00:01'],85-89,254,504
['15/11/2015 07:00:01'],90-94,103,266
['15/11/2015 07:00:01'],95-99,22,61
['15/11/2015 07:00:01'],100-104,2,16
['01/11/2015 07:00:01'],0-4,2593,2495
['01/11/2015 07:00:01'],5-9,2771,2558
['01/11/2015 07:00:01'],10-14,2479,2265
['01/11/2015 07:00:01'],15-19,2228,2110
['01/11/2015 07:00:01'],20-24,2069,1978
['01/11/2015 07:00:01'],25-29,2543,2672
['01/11/2015 07:00:01'],30-34,3388,3641
['01/11/2015 07:00:01'],35-39,4306,4488
['01/11/2015 07:00:01'],40-44,4262,4258
['01/11/2015 07:00:01'],45-49,3474,3584
['01/11/2015 07:00:01'],50-54,2904,3095
['01/11/2015 07:00:01'],55-59,2390,2772
['01/11/2015 07:00:01'],60-64,2128,2470
['01/11/2015 07:00:01'],65-69,1979,2008
['01/11/2015 07:00:01'],70-74,1308,1422
['01/11/2015 07:00:01'],75-79,838,927
['01/11/2015 07:00:01'],80-84,550,764
['01/11/2015 07:00:01'],85-89,254,505
['01/11/2015 07:00:01'],90-94,105,272
['01/11/2015 07:00:01'],95-99,22,63
['01/11/2015 07:00:01'],100-104,2,16
['15/10/2015 07:00:01'],0-4,2580,2470
['15/10/2015 07:00:01'],5-9,2794,2567
['15/10/2015 07:00:01'],10-14,2488,2276
['15/10/2015 07:00:01'],15-19,2234,2122
['15/10/2015 07:00:01'],20-24,2071,1974
['15/10/2015 07:00:01'],25-29,2555,2678
['15/10/2015 07:00:01'],30-34,3397,3654
['15/10/2015 07:00:01'],35-39,4315,4501
['15/10/2015 07:00:01'],40-44,4259,4279
['15/10/2015 07:00:01'],45-49,3480,3591
['15/10/2015 07:00:01'],50-54,2909,3103
['15/10/2015 07:00:01'],55-59,2394,2778
['15/10/2015 07:00:01'],60-64,2130,2471
['15/10/2015 07:00:01'],65-69,1981,2010
['15/10/2015 07:00:01'],70-74,1312,1425
['15/10/2015 07:00:01'],75-79,840,927
['15/10/2015 07:00:01'],80-84,553,765
['15/10/2015 07:00:01'],85-89,253,504
['15/10/2015 07:00:01'],90-94,103,270
['15/10/2015 07:00:01'],95-99,22,64
['15/10/2015 07:00:01'],100-104,2,16
['01/10/2015 07:00:01'],0-4,2560,2451
['01/10/2015 07:00:01'],5-9,2789,2562
['01/10/2015 07:00:01'],10-14,2486,2276
['01/10/2015 07:00:01'],15-19,2229,2120
['01/10/2015 07:00:01'],20-24,2072,1965
['01/10/2015 07:00:01'],25-29,2555,2667
['01/10/2015 07:00:01'],30-34,3383,3646
['01/10/2015 07:00:01'],35-39,4307,4495
['01/10/2015 07:00:01'],40-44,4256,4276
['01/10/2015 07:00:01'],45-49,3480,3586
['01/10/2015 07:00:01'],50-54,2907,3103
['01/10/2015 07:00:01'],55-59,2391,2774
['01/10/2015 07:00:01'],60-64,2130,2469
['01/10/2015 07:00:01'],65-69,1980,2014
['01/10/2015 07:00:01'],70-74,1312,1423
['01/10/2015 07:00:01'],75-79,841,927
['01/10/2015 07:00:01'],80-84,555,763
['01/10/2015 07:00:01'],85-89,255,512
['01/10/2015 07:00:01'],90-94,104,273
['01/10/2015 07:00:01'],95-99,22,64
['01/10/2015 07:00:01'],100-104,2,16
['15/09/2015 07:00:01'],0-4,2525,2387
['15/09/2015 07:00:01'],5-9,2785,2559
['15/09/2015 07:00:01'],10-14,2441,2277
['15/09/2015 07:00:01'],15-19,2212,2118
['15/09/2015 07:00:01'],20-24,2084,1967
['15/09/2015 07:00:01'],25-29,2554,2663
['15/09/2015 07:00:01'],30-34,3391,3639
['15/09/2015 07:00:01'],35-39,4315,4493
['15/09/2015 07:00:01'],40-44,4256,4274
['15/09/2015 07:00:01'],45-49,3483,3587
['15/09/2015 07:00:01'],50-54,2911,3104
['15/09/2015 07:00:01'],55-59,2401,2775
['15/09/2015 07:00:01'],60-64,2127,2468
['15/09/2015 07:00:01'],65-69,1982,2011
['15/09/2015 07:00:01'],70-74,1311,1422
['15/09/2015 07:00:01'],75-79,841,929
['15/09/2015 07:00:01'],80-84,555,763
['15/09/2015 07:00:01'],85-89,256,510
['15/09/2015 07:00:01'],90-94,103,273
['15/09/2015 07:00:01'],95-99,22,63
['15/09/2015 07:00:01'],100-104,2,16
['01/09/2015 07:00:01'],0-4,2476,2353
['01/09/2015 07:00:01'],5-9,2776,2558
['01/09/2015 07:00:01'],10-14,2442,2278
['01/09/2015 07:00:01'],15-19,2203,2115
['01/09/2015 07:00:01'],20-24,2078,1971
['01/09/2015 07:00:01'],25-29,2559,2670
['01/09/2015 07:00:01'],30-34,3402,3649
['01/09/2015 07:00:01'],35-39,4338,4501
